qvalues
0.6507642
2.1014745
3.4781249
4.7592897
5.2306643
5.5523677
5.6930075
5.7711477
5.7352066
5.7507987
5.78797
5.870259
6.3211837
6.9632897
7.4301877
7.9244766
8.659389
9.337787
9.977983
10.563193
11.089121
11.550041
11.952697
12.30742
12.606923
12.858929
13.0528965
13.186937
13.340201
13.7066
14.044963
14.43247
14.9198885
15.297118
15.583284
15.762965
15.865243
16.013926
16.258867
16.503126
16.798567
17.094004
17.25309
17.281637
17.323809
17.415237
17.525114
17.66097
17.757576
17.733427
17.7544
17.768513
17.805826
17.882236
17.866344
17.76842
17.71112
17.66668
17.622547
17.58429
17.496925
17.40815
17.326735
17.23901
17.148558
17.030859
16.871946
16.723633
16.567358
16.402985
16.244955
16.054422
15.846265
15.659062
15.478967
15.291513
15.129947
14.927906
14.723804
14.552749
14.375381
14.215407
14.076773
13.918116
13.769079
13.611716
13.445289
13.293896
13.146198
13.000729
12.867232
12.734242
12.607817
12.482062
12.36436
12.244296
12.125327
12.009883
11.892763
11.785973
11.680685
11.582311
11.490422
11.407491
11.316853
11.2280855
11.154227
11.081569
11.01019
10.95148
10.890656
10.8290205
10.773784
10.72669
10.679306
10.636181
10.599946
10.559396
10.517439
10.485834
10.452432
10.421128
10.400238
10.379288
10.356995
10.336112
10.322354
10.30874
10.296985
10.291207
10.283297
10.272275
10.26284
10.256622
10.24933
10.243022
10.239215
10.233688
10.226628
10.222375
10.218006
10.213604
10.211108
10.207499
10.201891
10.197089
10.191861
10.185696
10.18019
10.174707
10.167336
10.160438
10.153614
10.147166
10.140493
10.134126
10.127033
10.120488
10.114054
10.107465
10.101482
10.095133
10.088541
10.08224
10.076049
10.069821
10.063955
10.058286
10.052572
10.047247
10.042275
10.037428
10.033098
10.028902
10.0247135
10.021138
10.017794
10.014643
10.012009
10.009555
10.007294
10.005425
10.003849
10.002507
10.001529
10.000782
10.000216
9.99994
9.999912
10.000044
10.000455
10.000979
10.001557
10.002297
10.003101
10.003896
10.004787
10.005584
10.006261
10.006983
10.0076475
10.00822
10.008786
10.009173
10.00941
10.009597
10.009657
10.009624
10.00954
10.009286
10.008988
10.008717
10.008414
10.00814
10.007803
10.00739
10.00704
10.006703
10.006422
10.006203
10.005937
10.005724
10.005562
10.00536
10.005204
10.005062
10.004879
10.004724
10.004602
10.004444
10.00431
10.0041485
10.003927
10.003728
10.003522
10.003325
10.003151
10.0029335
10.002707
10.002517
10.002336
10.002181
10.002019
10.00188
10.001767
10.001674
10.001589
10.00151
10.001423
10.001332
10.0012455
10.001158
10.001082
10.001006
10.000932
10.000862
10.000786
10.00072
10.0006485
10.000582
10.0005245
10.000478
10.000437
10.000394
10.000344
10.000289
10.000239
10.000191
10.000151
10.00011
10.000083
10.000071
10.000061
10.000055
10.000051
10.000046
10.000048
10.000052
10.000056
10.00006
10.000071
10.000085
10.000092
10.000099
10.00011
10.00012
10.000136
10.000154
10.000165
10.000168
10.000171
10.0001745
10.000177
10.00018
10.000186
10.000194
10.000205
10.000215
10.00022
10.000222
10.000219
10.000217
